entity_id,spec_id
ENTITY#001,www.ebay.com//14633
ENTITY#001,www.ebay.com//14633
ENTITY#001,www.ebay.com//20380
ENTITY#001,www.ebay.com//20839
ENTITY#001,www.ebay.com//20839
ENTITY#001,www.ebay.com//21940
ENTITY#002,catalog.com//254
ENTITY#002,www.officedepot.com//255
ENTITY#002,www.getprice.com.au//280
ENTITY#002,www.officedepot.com//289
ENTITY#002,www.ohc24.ch//318
ENTITY#002,www.makingbuyingeasy.co.uk//388
ENTITY#002,www.makingbuyingeasy.co.uk//489
ENTITY#002,www.makingbuyingeasy.co.uk//585
ENTITY#002,catalog.com//596
ENTITY#002,ce.yikus.com//1219
ENTITY#002,www.ebay.com//12307
ENTITY#002,www.ebay.com//14413
ENTITY#002,www.ebay.com//16628
ENTITY#002,www.ebay.com//19927
ENTITY#002,www.ebay.com//22113
ENTITY#002,www.ebay.com//23335
ENTITY#002,www.ebay.com//23720
ENTITY#003,www.makingbuyingeasy.co.uk//66
ENTITY#003,www.ohc24.ch//186
ENTITY#003,www.ohc24.ch//304
ENTITY#003,www.makingbuyingeasy.co.uk//389
ENTITY#003,www.makingbuyingeasy.co.uk//393
ENTITY#003,www.makingbuyingeasy.co.uk//454
ENTITY#003,www.ohc24.ch//624
ENTITY#004,www.ohc24.ch//51
ENTITY#004,www.makingbuyingeasy.co.uk//333
ENTITY#004,www.makingbuyingeasy.co.uk//341
ENTITY#004,www.makingbuyingeasy.co.uk//502
ENTITY#004,www.makingbuyingeasy.co.uk//599
ENTITY#004,www.makingbuyingeasy.co.uk//643
ENTITY#004,www.ohc24.ch//721
ENTITY#004,www.ebay.com//18227
ENTITY#005,catalog.com//269
ENTITY#005,ce.yikus.com//357
ENTITY#005,catalog.com//364
ENTITY#005,www.makingbuyingeasy.co.uk//610
ENTITY#005,www.makingbuyingeasy.co.uk//644
ENTITY#005,www.pcconnection.com//2103
ENTITY#005,www.pcconnection.com//3382
ENTITY#005,www.ebay.com//18704
ENTITY#007,www.best-deal-items.com//1038
ENTITY#007,www.best-deal-items.com//1038
ENTITY#008,www.best-deal-items.com//464
ENTITY#008,www.best-deal-items.com//2171
ENTITY#009,www.best-deal-items.com//257
ENTITY#009,www.best-deal-items.com//548
ENTITY#009,www.best-deal-items.com//622
ENTITY#009,www.best-deal-items.com//936
ENTITY#009,www.best-deal-items.com//968
ENTITY#009,www.best-deal-items.com//1016
ENTITY#009,www.best-deal-items.com//2025
ENTITY#009,www.best-deal-items.com//2453
ENTITY#009,www.ebay.com//9531
ENTITY#009,www.ebay.com//16047
ENTITY#009,www.ebay.com//16278
ENTITY#009,www.ebay.com//19861
ENTITY#009,www.ebay.com//20575
ENTITY#009,www.ebay.com//21885
ENTITY#009,www.ebay.com//23319
ENTITY#010,www.best-deal-items.com//346
ENTITY#010,www.best-deal-items.com//1174
ENTITY#010,www.best-deal-items.com//1351
ENTITY#010,www.best-deal-items.com//1478
ENTITY#010,www.best-deal-items.com//1765
ENTITY#010,www.best-deal-items.com//2563
ENTITY#010,www.ebay.com//9342
ENTITY#010,www.ebay.com//14838
ENTITY#010,www.ebay.com//19295
ENTITY#010,www.ebay.com//21363
ENTITY#010,www.ebay.com//22111
ENTITY#011,www.best-deal-items.com//117
ENTITY#011,www.best-deal-items.com//775
ENTITY#011,www.best-deal-items.com//1413
ENTITY#011,www.best-deal-items.com//1548
ENTITY#011,www.ebay.com//11620
ENTITY#011,www.ebay.com//14209
ENTITY#011,www.ebay.com//17066
ENTITY#011,www.ebay.com//18840
ENTITY#011,www.ebay.com//20888
ENTITY#011,www.ebay.com//20923
ENTITY#011,www.ebay.com//21596
ENTITY#011,www.ebay.com//22417
ENTITY#012,www.best-deal-items.com//252
ENTITY#012,www.best-deal-items.com//572
ENTITY#012,www.best-deal-items.com//1070
ENTITY#012,www.best-deal-items.com//1720
ENTITY#012,www.best-deal-items.com//1735
ENTITY#012,www.best-deal-items.com//1983
ENTITY#012,www.best-deal-items.com//2149
ENTITY#012,www.best-deal-items.com//2265
ENTITY#012,www.best-deal-items.com//2345
ENTITY#012,www.best-deal-items.com//2356
ENTITY#012,www.best-deal-items.com//2517
ENTITY#012,www.best-deal-items.com//2538
ENTITY#012,www.ebay.com//15814
ENTITY#012,www.ebay.com//21016
ENTITY#012,www.ebay.com//21447
ENTITY#013,www.officedepot.com//8
ENTITY#013,www.best-deal-items.com//24
ENTITY#013,www.best-deal-items.com//165
ENTITY#013,www.makingbuyingeasy.co.uk//413
ENTITY#013,www.makingbuyingeasy.co.uk//471
ENTITY#013,catalog.com//534
ENTITY#013,www.ohc24.ch//843
ENTITY#013,www.best-deal-items.com//992
ENTITY#013,www.best-deal-items.com//1210
ENTITY#013,www.best-deal-items.com//1242
ENTITY#013,www.best-deal-items.com//2272
ENTITY#013,www.best-deal-items.com//2747
ENTITY#013,www.best-deal-items.com//2790
ENTITY#013,www.ebay.com//19208
ENTITY#014,www.makingbuyingeasy.co.uk//30
ENTITY#014,www.makingbuyingeasy.co.uk//44
ENTITY#014,www.makingbuyingeasy.co.uk//283
ENTITY#014,www.ohc24.ch//315
ENTITY#014,www.ohc24.ch//351
ENTITY#014,www.ohc24.ch//453
ENTITY#014,www.makingbuyingeasy.co.uk//594
ENTITY#014,www.ohc24.ch//683
ENTITY#014,www.best-deal-items.com//685
ENTITY#014,www.ohc24.ch//720
ENTITY#014,www.best-deal-items.com//738
ENTITY#015,www.ebay.com//11445
ENTITY#015,www.ebay.com//14687
ENTITY#015,www.ebay.com//15110
ENTITY#015,www.ebay.com//16806
ENTITY#015,www.ebay.com//19815
ENTITY#015,www.ebay.com//20160
ENTITY#015,www.ebay.com//20341
ENTITY#015,www.ebay.com//20637
ENTITY#015,www.ebay.com//20857
ENTITY#015,www.ebay.com//20921
ENTITY#015,www.ebay.com//21080
ENTITY#015,www.ebay.com//21435
ENTITY#015,www.ebay.com//21812
ENTITY#015,www.ebay.com//22461
ENTITY#016,www.ebay.com//11736
ENTITY#016,www.ebay.com//19019
ENTITY#016,www.ebay.com//19217
ENTITY#016,www.ebay.com//19456
ENTITY#016,www.ebay.com//20115
ENTITY#016,www.ebay.com//21698
ENTITY#016,www.ebay.com//21925
ENTITY#016,www.ebay.com//22949
ENTITY#016,www.ebay.com//23060
ENTITY#016,www.ebay.com//23137
ENTITY#016,www.ebay.com//23355
ENTITY#017,www.ebay.com//9497
ENTITY#017,www.ebay.com//11335
ENTITY#017,www.ebay.com//11892
ENTITY#017,www.ebay.com//14256
ENTITY#017,www.ebay.com//15624
ENTITY#017,www.ebay.com//16011
ENTITY#017,www.ebay.com//18178
ENTITY#017,www.ebay.com//19923
ENTITY#017,www.ebay.com//20375
ENTITY#017,www.ebay.com//20663
ENTITY#017,www.ebay.com//20879
ENTITY#017,www.ebay.com//20922
ENTITY#017,www.ebay.com//21935
ENTITY#017,www.ebay.com//22337
ENTITY#017,www.ebay.com//22602
ENTITY#017,www.ebay.com//22859
ENTITY#017,www.ebay.com//23521
ENTITY#018,www.makingbuyingeasy.co.uk//45
ENTITY#018,www.makingbuyingeasy.co.uk//374
ENTITY#018,catalog.com//430
ENTITY#018,catalog.com//538
ENTITY#018,www.ohc24.ch//811
ENTITY#018,www.best-deal-items.com//1946
ENTITY#018,www.ebay.com//11180
ENTITY#018,www.ebay.com//19377
ENTITY#018,www.ebay.com//20987
ENTITY#018,www.ebay.com//21512
ENTITY#019,www.ohc24.ch//18
ENTITY#019,www.ohc24.ch//89
ENTITY#019,www.ohc24.ch//160
ENTITY#019,www.makingbuyingeasy.co.uk//260
ENTITY#019,catalog.com//373
ENTITY#019,www.ohc24.ch//443
ENTITY#019,catalog.com//462
ENTITY#019,www.makingbuyingeasy.co.uk//479
ENTITY#019,www.makingbuyingeasy.co.uk//636
ENTITY#019,www.pcconnection.com//1754
ENTITY#019,www.ebay.com//14749
ENTITY#019,www.ebay.com//18113
ENTITY#019,www.ebay.com//19991
ENTITY#020,www.makingbuyingeasy.co.uk//34
ENTITY#020,www.makingbuyingeasy.co.uk//175
ENTITY#020,catalog.com//318
ENTITY#020,www.makingbuyingeasy.co.uk//366
ENTITY#020,www.ohc24.ch//412
ENTITY#020,www.makingbuyingeasy.co.uk//505
ENTITY#020,www.ebay.com//14937
ENTITY#020,www.ebay.com//18841
ENTITY#020,www.ebay.com//19291
ENTITY#020,www.ebay.com//20124
ENTITY#021,www.makingbuyingeasy.co.uk//51
ENTITY#021,www.best-deal-items.com//263
ENTITY#021,catalog.com//396
ENTITY#021,catalog.com//411
ENTITY#021,www.makingbuyingeasy.co.uk//461
ENTITY#021,www.makingbuyingeasy.co.uk//517
ENTITY#021,www.makingbuyingeasy.co.uk//629
ENTITY#021,www.best-deal-items.com//693
ENTITY#021,www.best-deal-items.com//1068
ENTITY#021,www.best-deal-items.com//1504
ENTITY#021,www.best-deal-items.com//2683
ENTITY#021,www.pcconnection.com//3682
ENTITY#021,www.ebay.com//9462
ENTITY#021,www.ebay.com//16381
ENTITY#021,www.ebay.com//18140
ENTITY#021,www.ebay.com//21492
ENTITY#021,www.ebay.com//23044
ENTITY#022,www.makingbuyingeasy.co.uk//134
ENTITY#022,www.itenergy.co.uk//229
ENTITY#022,www.xpcpro.com//246
ENTITY#022,www.planet-computer.it//249
ENTITY#022,www.cleverboxes.com//295
ENTITY#022,www.jrlinton.co.uk//410
ENTITY#022,www.ohc24.ch//780
ENTITY#022,www.kingsfieldcomputers.co.uk//842
ENTITY#022,www.imldirect.it//864
ENTITY#022,www.ebay.com//11038
ENTITY#023,www.mediashopuk.com//80
ENTITY#023,www.mrhightech.com//110
ENTITY#023,www.getprice.com.au//310
ENTITY#023,ca.pcpartpicker.com//563
ENTITY#023,www.softwarecity.ca//5771
ENTITY#025,www.planet-computer.it//16
ENTITY#025,www.mediashopuk.com//90
ENTITY#025,www.cleverboxes.com//91
ENTITY#025,www.mrhightech.com//164
ENTITY#025,www.xpcpro.com//274
ENTITY#025,www.imldirect.it//286
ENTITY#025,www.makingbuyingeasy.co.uk//311
ENTITY#025,www.ohc24.ch//574
ENTITY#025,www.itenergy.co.uk//684
ENTITY#025,www.kingsfieldcomputers.co.uk//788
